ID,time,locx,locy,mode
GG1,0.0,216,99,GG
GG1,5.038249695840761,219,94,GG
GG1,11.430867537645824,215,85,GG
GG1,15.346308558559665,214,81,GG
GG1,19.993506246792354,215,72,GG
GG1,25.982721293420337,218,67,GG
GG1,33.47885272897475,229,65,GG
GG1,39.93263176618603,238,68,GG
GG1,47.34300229542699,243,68,GG
GG2,0.0,223,121,GG
GG2,4.559188681973515,221,114,GG
GG2,13.204642599204137,219,103,GG
GG2,17.028376812888304,217,96,GG
GG2,22.970681487392778,209,92,GG
GG3,0.0,282,79,GG
GG3,5.423847601862979,276,82,GG
GG3,10.613449142919238,267,83,GG
GG3,18.904290644852907,255,83,GG
GG3,25.882440465164578,250,84,GG
GG4,0.0,249,49,GG
GG4,8.202969498322156,240,59,GG
GG4,14.011047451632955,238,65,GG
GG4,18.273364790315476,244,69,GG
GG4,23.832351924277493,252,74,GG
GG4,29.92423760289018,255,81,GG
GG4,36.364163535989555,248,86,GG
GG5,0.0,163,273,GG
GG5,6.219014140654475,161,262,GG
GG5,12.266486651287853,162,249,GG
GG5,18.330008703641187,164,238,GG
GG5,24.90649072278113,167,228,GG
GG5,30.62559620838652,167,218,GG
GG5,37.06222386242183,170,206,GG
GG5,42.79547129845976,173,199,GG
GG6,0.0,84,180,GG
GG6,5.865658057117234,77,182,GG
GG6,11.916809776369426,68,180,GG
GG6,17.88823706708945,61,180,GG
GG6,24.13074494343295,59,179,GG
GG7,0.0,101,182,GG
GG7,6.935538270754019,103,171,GG
GG7,13.41862221379376,108,161,GG
GG7,19.925816585216264,110,150,GG
GG7,27.275850987134866,100,148,GG
GG7,32.495992788304754,89,148,GG
GG7,38.583642328271814,78,149,GG
GG7,44.88792732114343,73,148,GG
GG8,0.0,281,100,GG
GG8,5.4927010678846155,278,106,GG
GG8,10.657771990541107,271,112,GG
GG8,17.432152571967265,266,114,GG
GG8,23.153820693021455,267,116,GG
GG9,0.0,118,199,GG
GG9,5.4451463998933844,127,201,GG
GG9,9.804779188749187,130,203,GG
GG9,16.497047712512863,142,208,GG
GG9,22.73770007919255,149,210,GG
GG9,27.590586222146975,151,210,GG
GG10,0.0,163,273,GG
GG10,6.712213216050876,161,261,GG
GG10,11.318091283910537,161,254,GG
GG10,17.25418280890144,162,243,GG
GG10,22.586329426773432,165,235,GG
GG10,28.81651995736834,167,227,GG
GG10,35.87508851038152,168,216,GG
GG11,0.0,305,166,GG
GG11,4.958833242021834,301,166,GG
GG11,10.539433710467929,296,171,GG
GG11,15.442063615482834,291,177,GG
GG11,22.431358815581277,292,175,GG
GG12,0.0,77,150,GG
GG12,5.185906902312495,86,147,GG
